trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type,adg
122250,1609581450000.0,0.0,-0.01000008,999.98999992,999.9655811199999,0.010000180002600039,1162.8,0.0086,1162.8,0.0086,long_ientry_full,0.9999756743865845
144752,1609603952000.0,0.0,-0.0100003783,999.9799995417,999.8134132417,0.02000085832633292,1176.1,0.008503,2338.9,0.008551224207961006,long_rentry_full,0.9998886253574758
145232,1609604432000.0,0.0,-0.012475914000000001,999.9675236277,999.6338591276999,0.03247742704901219,1481.7,0.00842,3820.6,0.008500333010521909,long_rentry_full,0.999782162899445
152892,1609612092000.0,0.7666682999999977,-0.0332430406,1000.7009488870999,1000.7009488870999,0.0,-3820.6,0.008701,0.0,0.008500333010521909,long_nclose_full,1.0003960492118742
158677,1609617877000.0,0.0,-0.010000055900000002,1000.6909488311999,1000.6779479311999,0.009993151143897122,1181.9,0.008461,1181.9,0.008461,long_ientry_full,1.0003690872665056
161846,1609621046000.0,0.0,-0.010000199999999999,1000.6809486311998,1000.5969907311999,0.01998664602074989,1190.5,0.0084,2372.4,0.00843038943685719,long_rentry_full,1.0003186536837483
161961,1609621161000.0,0.0,-0.010000494,1000.6709481371998,1000.4350792371998,0.029980634449164264,1199.1,0.00834,3571.5,0.008400041971160576,long_rentry_full,1.000232074584558
165080,1609624280000.0,0.6891496000000026,-0.0306898995,1001.3294078376998,1001.3294078376998,0.0,-3571.5,0.008593,0.0,0.008400041971160576,long_nclose_full,1.0006955686453214
199202,1609658402000.0,0.0,-0.0100001158,1001.3194077218998,1001.3050569218998,0.009986938955623808,1195.9,0.008362,1195.9,0.008362,long_ientry_full,1.0005658340877923
200101,1609659301000.0,0.0,-0.010000254,1001.3094074678997,1001.2448213678997,0.019974215413172552,1203.4,0.00831,2399.3,0.008335918726295168,long_rentry_full,1.000537301429487
202457,1609661657000.0,0.0,-0.0100001195,1001.2994073483998,1000.9984372483998,0.02996155703262231,1217.3,0.008215,3616.6,0.008295219073162639,long_rentry_full,1.000425968499157
211730,1609670930000.0,0.6682786999999999,-0.030668767999999996,1001.9370172803998,1001.9370172803998,0.0,-3616.6,0.00848,0.0,0.008295219073162639,long_nclose_full,1.000789979909762
286969,1609746169000.0,0.0,-0.01259256,1001.9244247203998,1001.8978207203997,0.012568373112087888,1478.0,0.00852,1478.0,0.00852,long_ientry_full,1.000571013170602
287017,1609746217000.0,0.0,-0.010000509,1001.9144242113998,1001.7707470113999,0.022549898927528518,1186.3,0.00843,2664.3,0.008479926810043913,long_rentry_full,1.0005327139399889
287086,1609746286000.0,0.0,-0.0100005968,1001.9044236145999,1001.5367478145998,0.032531711640129184,1195.1,0.008368,3859.4,0.008445267606363683,long_rentry_full,1.0004622439130804
287390,1609746590000.0,1.0062706000000041,-0.0335999364,1002.8770942781998,1002.8770942781998,0.0,-3859.4,0.008706,0.0,0.008445267606363683,long_nclose_full,1.0008640915249183
287457,1609746657000.0,0.0,-0.01000008,1002.8670941981998,1002.7805437981998,0.009971490796589695,1169.6,0.00855,1169.6,0.00855,long_ientry_full,1.0008349274585582
287477,1609746677000.0,0.14386079999999982,-0.0101439408,1003.0008110573998,1003.0008110573998,0.0,-1169.6,0.008673,0.0,0.00855,long_nclose_full,1.0009009362213306
287602,1609746802000.0,0.0,-0.010000167600000002,1002.9908108897998,1002.9732728897999,0.00997034817410579,1169.2,0.008553,1169.2,0.008553,long_ientry_full,1.0008922888336367
289251,1609748451000.0,0.16018039999999997,-0.010160348000000001,1003.1408309417998,1003.1408309417998,0.0,-1169.2,0.00869,0.0,0.008553,long_nclose_full,1.0009371426875184
289840,1609749040000.0,0.0,-0.010000776000000001,1003.1308301657998,1003.1190921657998,0.009969562991446537,1173.8,0.00852,1173.8,0.00852,long_ientry_full,1.0009287713449329
290341,1609749541000.0,0.0,-0.010000535999999999,1003.1208296297998,1003.0139784297997,0.019939085511145704,1185.6,0.008435,2359.4,0.008477287445960836,long_rentry_full,1.0008959552920098
290521,1609749721000.0,0.0,-0.0100005875,1003.1108290422998,1002.8552780422998,0.029908858155428063,1194.1,0.008375,3553.5,0.008442915294779793,long_rentry_full,1.0008483000238027
290816,1609750016000.0,0.0,-0.010000254,1003.1008287882997,1002.5904590882998,0.03987849710813297,1203.4,0.00831,4756.9,0.008409290399209568,long_rentry_full,1.0007689129805464
293955,1609753155000.0,0.0,-0.0161673084,1003.0846614798998,1002.2715195798997,0.055996730941065775,1961.1,0.008244,6718.0,0.00836103928252456,long_rentry_full,1.0006671160811291
294043,1609753243000.0,0.0,-0.022677226,1003.0619842538997,1001.5675384538997,0.07860599757316887,2785.9,0.00814,9503.9,0.0082962455307821,long_rentry_full,1.000460342295805
296223,1609755423000.0,0.0,-0.03448484000000001,1003.0274994138997,998.9284611138997,0.11298945239908492,4316.0,0.00799,13819.9,0.008200604049233352,long_rentry_full,0.9996873432659659
296499,1609755699000.0,0.0,-0.047407878,1002.9800915358998,996.4315476358997,0.16026181103341133,6101.4,0.00777,19921.3,0.008068720710997776,long_rentry_full,0.9989588333160943
302086,1609761286000.0,0.6013261514057826,-0.021580000000000002,1003.5598376873055,1007.6005382358998,0.1392649713578446,-2600.0,0.0083,17321.3,0.008068720710997776,long_nclose_partial,1.0021679666764365
302093,1609761293000.0,1.4116757340133477,-0.04982400000000001,1004.9216894213189,1007.6193207358998,0.0909010211910361,-6000.0,0.008304,11321.3,0.008068720710997776,long_nclose_partial,1.0021732592699548
302111,1609761311000.0,2.7423214583134743,-0.091506318,1007.5725045616324,1007.6533096178998,0.0025649878614512167,-11001.0,0.008318,320.3,0.008068720710997776,long_nclose_partial,1.0021827973884936
