objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.012258978255852523,0.8569272984486624,1.0,0.8594296173039258,-20.0,190.4988888888889,297.7452777777778,0.0,26.99820590019226,False,,,1,bb6fd4a1e900400a81e76b141405fee4,2021-07-27_22-28-07,1627417687,26.99820590019226,8007,Erwins-MacBook-Pro.local,192.168.0.17,26.99820590019226,0,1,15cd6c9c
