objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.016547283267831267,0.8936595329248741,1.0,0.9636189342027177,1.1724164449918608,331.6025,331.6094444444444,0.008882826282274466,23.053608894348145,False,,,1,7e967913370a42558d675be999a6f76a,2021-07-27_22-25-33,1627417533,23.053608894348145,7840,Erwins-MacBook-Pro.local,192.168.0.17,23.053608894348145,0,1,bca12bea
