objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.09476085151792886,0.9967550714869875,1.0,0.927102955159182,-0.022332740788792823,88.92388888888888,1000.0,-0.0011599237961471554,1.4560401439666748,False,,,1,38ca1215011a40df896b4f8de310f8db,2021-07-27_22-25-36,1627417536,1.4560401439666748,7841,Erwins-MacBook-Pro.local,192.168.0.17,1.4560401439666748,0,1,cc47b168
