objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.020079615567962252,1.0009071910675196,1.0,0.9939132639537377,0.0,238.31666666666666,1000.0,0.0,0.9154541492462158,True,,,1,7096ef6fe0c94432999b8cd2f5a456b1,2021-07-27_22-28-09,1627417689,0.9154541492462158,8008,Erwins-MacBook-Pro.local,192.168.0.17,0.9154541492462158,0,1,27fa79aa
