objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.017350754765310734,0.9999875996208073,1.0,0.983402026089749,0.0,297.7452777777778,1000.0,0.0,27.787193059921265,True,,,1,8439442dbdd44a01ba4ace3e79ede692,2021-07-27_22-28-08,1627417688,27.787193059921265,8006,Erwins-MacBook-Pro.local,192.168.0.17,27.787193059921265,0,1,15e56590
