trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type,adg
6,1613728806000.0,0.0,-0.032153,999.967847,996.245647,0.032154033848650336,3.7,8.69,3.7,8.69,long_ientry,-1.0
6,1613728806000.0,0.0,-0.0730226,999.8948244000001,989.2324244000001,0.10518666307040041,8.6,8.491,12.3,8.550861788617885,long_primary_rentry,-1.0
6,1613728806000.0,0.0,-0.1676802,999.7271442000001,976.6013442000001,0.2729302706073307,20.2,8.301,32.5,8.395563076923077,long_primary_rentry,-1.0
6,1613728806000.0,0.0,-0.38033759999999994,999.3468066000001,960.1050066000003,0.6536203404925153,47.4,8.024,79.9,8.175136420525655,long_primary_rentry,-1.0
10,1613728810000.0,0.0,-0.3516084,998.9951982000001,944.4433982000003,1.005812442152337,46.8,7.513,126.7,7.930558800315705,long_primary_rentry,-1.0
12,1613728812000.0,1.5496093133386193,-0.1688844,1000.3759231133388,1081.6289138000002,0.8371523044127248,-21.1,8.004,105.6,7.930558800315705,long_nclose,2.310335083540483e+245
12,1613728812000.0,1.7395093133386264,-0.16907430000000004,1001.9463581266774,1066.9641395000003,0.6688304350740016,-21.1,8.013,84.5,7.930558800315705,long_nclose,4.772284373676935e+202
12,1613728812000.0,1.9083093133386453,-0.16924310000000004,1003.6854243400161,1052.4679964000004,0.5009512101569428,-21.1,8.021,63.4,7.930558800315705,long_nclose,8.018073896486188e+159
12,1613728812000.0,2.0982093133386153,-0.169433,1005.6142006533547,1038.1615634000004,0.33358979719598414,-21.1,8.03,42.3,7.930558800315705,long_nclose,1.281175544374728e+117
12,1613728812000.0,2.267009313338634,-0.16960180000000002,1007.7116081666934,1024.0237616000004,0.16684123235670975,-21.1,8.038,21.2,7.930558800315705,long_nclose,1.7070497271515862e+74
12,1613728812000.0,2.4685534333070707,-0.1705964,1010.0095652000005,1010.0095652000005,0.0,-21.2,8.047,0.0,7.930558800315705,long_nclose,1.3915684627718666e+31
19,1613728819000.0,0.0,-0.032112,1009.9774532000005,1009.0702532000005,0.031794769178516535,3.6,8.92,3.6,8.92,long_ientry,6.793083723389454e+17
19,1613728819000.0,0.0,-0.0732144,1009.9042388000005,1008.5938388000004,0.10429345273879838,8.4,8.716,12.0,8.7772,long_primary_rentry,7.93294834158611e+16
22,1613728822000.0,2.6735999999999933,-0.108,1012.4698388000005,1012.4698388000005,0.0,-12.0,9.0,0.0,8.7772,long_nclose,1.370734053708564e+21
24,1613728824000.0,0.0,-0.0318675,1012.4379713000005,1012.4274713000005,0.03147600238568806,3.5,9.105,3.5,9.105,long_ientry,2.0422786481250116e+19
26,1613728826000.0,0.05059999999999932,-0.010066100000000001,1012.4785052000005,1012.7089052000006,0.02158268041027049,-1.1,9.151,2.4,9.105,long_nclose,1.682069224081507e+18
26,1613728826000.0,0.1319999999999993,-0.021984,1012.5885212000005,1012.5885212000005,0.0,-2.4,9.16,0.0,9.105,long_nclose,1.1331215729935028e+18
28,1613728828000.0,0.0,-0.032299999999999995,1012.5562212000006,1011.5362212000006,0.03189946328285912,3.4,9.5,3.4,9.5,long_ientry,2351236986509495.0
28,1613728828000.0,0.0,-0.0733357,1012.4828855000005,1010.8071855000005,0.10433331912354576,7.9,9.283,11.3,9.348292035398229,long_primary_rentry,254157722684210.38
33,1613728833000.0,0.0,-0.16920000000000002,1012.3136855000005,985.0203855000004,0.2714926251977455,18.8,9.0,30.1,9.13075415282392,long_primary_rentry,-1.0
33,1613728833000.0,0.0,-0.384032,1011.9296535000004,962.4603535000005,0.6511002990387214,44.0,8.728,74.1,8.891601889338732,long_primary_rentry,-1.0
42,1613728842000.0,0.3285460188933822,-0.0661264,1012.1920731188939,1017.1544271000004,0.5859261910552727,-7.4,8.936,66.7,8.891601889338732,long_nclose,1569985212731400.0
42,1613728842000.0,0.40254601889338065,-0.0662004,1012.5284187377872,1016.9402267000004,0.5207478449790884,-7.4,8.946,59.3,8.891601889338732,long_nclose,1017970781194384.9
42,1613728842000.0,0.46914601889338314,-0.066267,1012.9312977566806,1016.7925597000003,0.4555828604355479,-7.4,8.955,51.9,8.891601889338732,long_nclose,755086972025075.6
42,1613728842000.0,0.5431460188933815,-0.06634100000000001,1013.408102775574,1016.7188187000004,0.39044120822783546,-7.4,8.965,44.5,8.891601889338732,long_nclose,650432187537706.8
46,1613728846000.0,0.0,-0.5334635,1012.8746392755739,986.6148552000003,0.9173294976958956,63.5,8.401,108.0,8.603146148847904,long_primary_rentry,-0.9999999999898197
49,1613728849000.0,0.46282159244265064,-0.09337680000000002,1013.2440840680166,1017.7982784000004,0.8252955223885448,-10.8,8.646,97.2,8.603146148847904,long_nclose,32331870741530.74
57,1613728857000.0,0.0,-0.186096,1013.0579880680166,923.0065824000003,1.0091444100032878,24.0,7.754,121.2,8.434998396600795,long_primary_rentry,-1.0
549,1613729349000.0,0.6834214855493546,-0.11371240000000002,1013.6276971535659,1020.6348700000002,0.8970678580577565,-13.4,8.486,107.8,8.434998396600795,long_nclose,23.88844022641685
549,1613729349000.0,0.8040214855493354,-0.113833,1014.3178856391153,1020.4540370000002,0.7850239652802674,-13.4,8.495,94.4,8.434998396600795,long_nclose,23.203987385751716
551,1613729351000.0,0.9246214855493399,-0.1139536,1015.1285535246647,1024.6866834000002,0.6730525584689544,-13.4,8.504,81.0,8.434998396600795,long_nclose,44.78727248404219
