trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type,adg
242771,1609701971000.0,0.0,-0.030202197999999996,999.969797802,999.947752402,0.030203110200314482,8.479,3.562,8.479,3.562,long_ientry_full,0.999981405240215
248580,1609707780000.0,0.5087400000000004,-0.030710937999999997,1000.447826864,1000.447826864,0.0,-8.479,3.622,0.0,3.562,long_nclose_full,1.0001556303403898
252294,1609711494000.0,0.0,-0.0344218975,1000.4134049665,1000.3921419665,0.03440767319701465,9.665,3.5615,9.665,3.5615,long_ientry_full,1.0001342746903847
252372,1609711572000.0,0.0,-0.100425424,1000.3129795425,998.5618822425,0.13480513025200708,29.168,3.443,38.833,3.472493021399325,long_rentry_full,0.999507424837587
262920,1609722120000.0,3.203993500000017,-0.13805131499999998,1003.3789217275,1003.3789217275,0.0,-38.833,3.555,0.0,3.472493021399325,long_nclose_full,1.0011091142562003
262963,1609722163000.0,0.0,-0.027089608,1003.3518321195,1003.3244073195001,0.026999111510840005,7.618,3.556,7.618,3.556,long_ientry_full,1.001091061552314
263802,1609723002000.0,0.4113719999999987,-0.02750098,1003.7357031395001,1003.7357031395001,0.0,-7.618,3.61,0.0,3.556,long_nclose_full,1.0012219777333988
285805,1609745005000.0,0.0,-0.028785675,1003.7069174645001,1003.6619774645001,0.02867936296854118,8.025,3.587,8.025,3.587,long_ientry_full,1.0011056192244143
288636,1609747836000.0,0.44137499999999774,-0.02922705,1004.1190654145,1004.1190654145,0.0,-8.025,3.642,0.0,3.587,long_nclose_full,1.0012312216429902
290157,1609749357000.0,0.0,-0.027320832000000003,1004.0917445825,1004.0734493825,0.027209497685253818,7.623,3.584,7.623,3.584,long_ientry_full,1.0012112194993243
293410,1609752610000.0,0.0,-0.09285260599999999,1003.9988919765001,1002.9574097765001,0.11969479145880653,26.906,3.451,34.529,3.480362535839439,long_rentry_full,1.0008699569704296
294087,1609753287000.0,0.0,-0.238657341,1003.7602346355001,995.7406456355001,0.3574865457090993,72.917,3.273,107.446,3.339638320644789,long_rentry_full,0.9987467550575709
304998,1609764198000.0,3.1908503806563404,-0.10338000000000001,1006.8477050161564,1015.3560526355001,0.25688257329494135,-30.0,3.446,77.446,3.339638320644789,long_nclose_partial,1.0043263407616856
305374,1609764574000.0,4.824038687070213,-0.1583138128463745,1011.5134298903803,1015.0386553265585,0.1039549738605224,-45.959999084472656,3.4446,31.486,3.339638320644789,long_nclose_partial,1.0042321665922884
305513,1609764713000.0,0.8787515396303869,-0.027762840657806397,1012.3644185893529,1015.1547481067216,0.07731184763653685,-8.050000190734863,3.4488,23.436,3.339638320644789,long_nclose_partial,1.0042627174652576
305584,1609764784000.0,2.530189917368729,-0.0807979536,1014.8138105531216,1014.8138105531216,0.0,-23.436,3.4476,0.0,3.339638320644789,long_nclose_full,1.0041663520583557
305662,1609764862000.0,0.0,-0.0268373247385025,1014.7869732283831,1014.7861904898806,0.026446264532864305,7.829999923706055,3.4275,7.83,3.4274999666031296,long_ientry_partial,1.0041575612782294
313241,1609772441000.0,0.6068252614974943,-0.02744415,1015.3663543398806,1015.3663543398806,0.0,-7.83,3.505,0.0,3.4274999666031296,long_nclose_full,1.004215063075581
313278,1609772478000.0,0.0,-0.016762344600000003,1015.3495919952805,1015.3476791952805,0.016508939120229552,4.782,3.5053,4.782,3.5053,long_ientry_full,1.0042094702564897
318207,1609777407000.0,0.0,-0.070044936,1015.2795470592805,1014.4533664592805,0.08550086609292394,20.884,3.354,25.666,3.3821896906413156,long_rentry_full,1.0039039082711299
328726,1609787926000.0,0.9148790882009703,-0.03997917066020965,1016.1544469768213,1017.3219857037285,0.04698398930904037,-11.550000190734863,3.4614,14.116,3.3821896906413156,long_nclose_partial,1.0045240077474202
328882,1609788082000.0,0.42399221961384537,-0.01723347427248955,1016.5612057221626,1017.3560874115572,0.03042955676105148,-4.96999979019165,3.4675,9.146,3.3821896906413156,long_nclose_partial,1.0045307029790782
328926,1609788126000.0,0.4013725523786277,-0.015012432596540452,1016.9475658419448,1017.4104289949098,0.01605043169902414,-4.320000171661377,3.4751,4.826,3.3821896906413156,long_nclose_partial,1.0045441893790257
329055,1609788255000.0,0.5101579529650099,-0.0168326054,1017.4408911895098,1017.4408911895098,0.0,-4.826,3.4879,0.0,3.3821896906413156,long_nclose_full,1.0045503010834596
329109,1609788309000.0,0.0,-0.010000716000000002,1017.4308904735097,1017.4030708735097,0.009829381134030335,2.868,3.487,2.868,3.487,long_ientry_full,1.004539749590558
341076,1609800276000.0,0.10037999999999914,-0.010101095999999999,1017.5211693775098,1017.5211693775098,0.0,-2.868,3.522,0.0,3.487,long_nclose_full,1.0044096515425363
365063,1609824263000.0,0.0,-0.021974375499999997,1017.4991950020097,1017.4973305020097,0.02159645492393396,6.215,3.5357,6.215,3.5357,long_ientry_full,1.004113745274059
365676,1609824876000.0,0.33747450000000007,-0.02231185,1017.8143576520098,1017.8143576520098,0.0,-6.215,3.59,0.0,3.5357,long_nclose_full,1.0041807460059975
366472,1609825672000.0,0.0,-0.015523039527893067,1017.7988346124819,1017.7926890845888,0.015251579192270671,4.389999866485596,3.536,4.39,3.5359998924585576,long_ientry_partial,1.0041666060705339
370880,1609830080000.0,0.2458404721069324,-0.01576888,1018.0289062045888,1018.0289062045888,0.0,-4.39,3.592,0.0,3.5359998924585576,long_nclose_full,1.0041712679080113
503978,1609963178000.0,0.0,-0.08723110840000001,1017.9416750961888,1017.7213844961888,0.08569362128901663,19.846,4.3954,19.846,4.3954,long_ientry_full,1.0030160176363776
503982,1609963182000.0,0.0,-0.20526504080000002,1017.7364100553888,1017.3458130553888,0.2873987275193204,46.892,4.3774,66.738,4.382752692618897,long_rentry_full,1.002952528318369
504048,1609963248000.0,2.719968344869174,-0.13393958212280274,1020.3224388181352,1023.783191635145,0.1580642818850488,-29.9399995803833,4.4736,36.798,4.382752692618897,long_nclose_partial,1.0040371340349354
504050,1609963250000.0,2.6385944570312962,-0.13368289829444885,1022.827350376872,1023.4733295031868,0.029557508471537992,-29.899999618530273,4.471,6.898,4.382752692618897,long_nclose_partial,1.0039850219255426
504194,1609963394000.0,0.0,-0.0884750183660984,1022.7388753585059,1022.7500793187223,0.11606799086245011,20.139999628067017,4.393,27.038,4.390385621709577,long_rentry_partial,1.0038622679558111
504234,1609963434000.0,0.0,-0.247237536,1022.4916378225059,1021.6772753827224,0.3578951346918573,56.602,4.368,83.64,4.3752365188878946,long_rentry_full,1.003681453467853
505236,1609964436000.0,5.082383303357053,-0.25845233570337295,1027.3155687901597,1029.612318159174,0.1095815531770454,-57.910001277923584,4.463,25.73,4.3752365188878946,long_nclose_partial,1.0050029216193566
