objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.09063955236697531,0.9756352636446358,1.0,0.9922250515639848,-0.5773502691896258,165.52194444444444,256.5311111111111,-0.06118501323875585,27.334675788879395,False,,,1,7096ef6fe0c94432999b8cd2f5a456b1,2021-07-27_22-28-07,1627417687,27.334675788879395,8008,Erwins-MacBook-Pro.local,192.168.0.17,27.334675788879395,0,1,15bab30e
