,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pbr
0,2,1609459203000.0,0.0,-0.004124,999.995876,999.9818759999999,4.0,5.155,4.0,5.155,long_ientry,0.020620085037230694
1,76,1609459277000.0,0.07600000000000051,-0.004139200000000001,1000.0677367999999,1000.0677367999999,-4.0,5.174,0.0,5.155,long_nclose,0.0
2,77,1609459278000.0,0.0,-0.004139200000000001,1000.0635975999999,1000.0527975999998,4.0,5.174,4.0,5.174,long_ientry,0.020694683867773254
3,681,1609459882000.0,0.0,-0.0030306,1000.0605669999999,999.4509669999999,3.0,5.051,7.0,5.1212857142857136,long_primary_rentry,0.03584682886511613
4,2591,1609461792000.0,0.1310000000000029,-0.007196,1000.1843709999998,1000.1843709999998,-7.0,5.14,0.0,5.1212857142857136,long_nclose,0.0
5,2592,1609461793000.0,0.0,-0.0041136,1000.1802573999998,1000.1762573999998,4.0,5.142,4.0,5.142,long_ientry,0.020564293133986833
6,3015,1609462216000.0,0.07599999999999696,-0.0041288,1000.2521285999999,1000.2521285999999,-4.0,5.161,0.0,5.142,long_nclose,0.0
7,3021,1609462222000.0,0.0,-0.0041304,1000.2479981999999,1000.2447981999999,4.0,5.163,4.0,5.163,long_ientry,0.020646879611020855
8,3090,1609462291000.0,0.07600000000000051,-0.0041456,1000.3198525999999,1000.3198525999999,-4.0,5.182,0.0,5.163,long_nclose,0.0
9,3093,1609462294000.0,0.0,-0.004152,1000.3157005999999,1000.2865006,4.0,5.19,4.0,5.19,long_ientry,0.020753448123975195
10,3139,1609462340000.0,0.07599999999999696,-0.0041672,1000.3875333999999,1000.3875333999999,-4.0,5.209,0.0,5.19,long_nclose,0.0
11,3148,1609462349000.0,0.0,-0.004171200000000001,1000.3833622,1000.3753621999999,4.0,5.214,4.0,5.214,long_ientry,0.020848007661917113
12,4133,1609463334000.0,0.07599999999999696,-0.0041864,1000.4551758,1000.4551758,-4.0,5.233,0.0,5.214,long_nclose,0.0
13,4134,1609463335000.0,0.0,-0.0041872,1000.4509886,1000.4421886,4.0,5.234,4.0,5.234,long_ientry,0.02092656235893893
14,4167,1609463368000.0,0.07600000000000051,-0.0042024,1000.5227861999999,1000.5227861999999,-4.0,5.253,0.0,5.234,long_nclose,0.0
15,4168,1609463369000.0,0.0,-0.0042024,1000.5185837999999,1000.5073837999998,4.0,5.253,4.0,5.253,long_ientry,0.021001109165005
16,4455,1609463656000.0,0.07600000000000051,-0.0042176,1000.5903661999998,1000.5903661999998,-4.0,5.272,0.0,5.253,long_nclose,0.0
17,4456,1609463657000.0,0.0,-0.0042184,1000.5861477999998,1000.5769477999999,4.0,5.273,4.0,5.273,long_ientry,0.021079644212919815
18,5985,1609465186000.0,0.0,-0.0030888,1000.5830589999998,1000.0529589999999,3.0,5.148,7.0,5.219428571428571,long_primary_rentry,0.03651470976983631
19,22930,1609482131000.0,0.0,-0.007079800000000001,1000.5759791999998,999.4305791999998,7.0,5.057,14.0,5.138214285714286,long_primary_rentry,0.07189359078709334
20,23641,1609482842000.0,0.0,-0.0166906,1000.5592885999998,997.3316885999999,17.0,4.909,31.0,5.0125161290322575,long_primary_rentry,0.1553011418418009
21,36217,1609495418000.0,0.05545161290322653,-0.0030186,1000.611721612903,1001.1348699999998,-3.0,5.031,28.0,5.0125161290322575,long_nclose,0.14026464869576977
22,36220,1609495421000.0,0.05545161290322653,-0.0030186,1000.6641546258062,1001.1687513999998,-3.0,5.031,25.0,5.0125161290322575,long_nclose,0.12522973132046147
23,36221,1609495422000.0,0.07045161290322621,-0.0030215999999999997,1000.7315846387094,1001.2746297999997,-3.0,5.036,22.0,5.0125161290322575,long_nclose,0.11019473806107757
24,36222,1609495423000.0,0.0884516129032269,-0.0030252,1000.8170110516126,1001.3962045999997,-3.0,5.042,19.0,5.0125161290322575,long_nclose,0.09516005963122208
25,36227,1609495428000.0,0.10345161290322658,-0.0030282,1000.9174344645157,1001.5171763999996,-3.0,5.047,16.0,5.0125161290322575,long_nclose,0.08012674702526561
26,36234,1609495435000.0,0.036967741935484355,-0.0020124,1000.9523898064513,1001.2881639999997,-2.0,5.031,14.0,5.0125161290322575,long_nclose,0.07010845522834609
27,36234,1609495435000.0,0.04696774193548414,-0.0020144,1000.9973431483868,1001.2851495999997,-2.0,5.036,12.0,5.0125161290322575,long_nclose,0.06009026293636275
28,36236,1609495437000.0,0.0589677419354846,-0.0020168,1001.0542940903223,1001.3841327999997,-2.0,5.042,10.0,5.0125161290322575,long_nclose,0.05007237028624136
29,36239,1609495440000.0,0.06896774193548438,-0.0020188,1001.1212430322578,1001.3995139999997,-2.0,5.047,8.0,5.0125161290322575,long_nclose,0.04005521739884404
30,36245,1609495446000.0,0.0294838709677423,-0.0010084,1001.1497185032255,1001.3701055999996,-1.0,5.042,7.0,5.0125161290322575,long_nclose,0.03504731835282712
31,36254,1609495455000.0,0.02348387096774207,-0.0010072,1001.1721951741932,1001.3358983999997,-1.0,5.036,6.0,5.0125161290322575,long_nclose,0.030039884166939736
32,36256,1609495457000.0,0.0294838709677423,-0.0010084,1001.2006706451609,1001.3580899999996,-1.0,5.042,5.0,5.0125161290322575,long_nclose,0.025032524827426732
33,36261,1609495462000.0,0.1474193548387115,-0.0050420000000000005,1001.3430479999996,1001.3430479999996,-5.0,5.042,0.0,5.0125161290322575,long_nclose,0.0
34,36264,1609495465000.0,0.0,-0.0040352,1001.3390127999996,1001.3154127999996,4.0,5.044,4.0,5.044,long_ientry,0.020149020204039338
35,36306,1609495507000.0,0.07600000000000051,-0.0040504,1001.4109623999997,1001.4109623999997,-4.0,5.063,0.0,5.044,long_nclose,0.0
36,36307,1609495508000.0,0.0,-0.0040568,1001.4069055999997,1001.4029055999997,4.0,5.071,4.0,5.071,long_ientry,0.02025550242021419
37,36396,1609495597000.0,0.07600000000000051,-0.004072,1001.4788335999997,1001.4788335999997,-4.0,5.09,0.0,5.071,long_nclose,0.0
38,36405,1609495606000.0,0.0,-0.0040832,1001.4747503999997,1001.4707503999997,4.0,5.104,4.0,5.104,long_ientry,0.02038593583297595
39,36483,1609495684000.0,0.07600000000000051,-0.0040984,1001.5466519999998,1001.5466519999998,-4.0,5.123,0.0,5.104,long_nclose,0.0
40,36485,1609495686000.0,0.0,-0.0041,1001.5425519999998,1001.5145519999998,4.0,5.125,4.0,5.125,long_ientry,0.020468426387938436
41,43374,1609502575000.0,0.0,-0.0030018,1001.5395501999998,1001.0312501999998,3.0,5.003,7.0,5.0727142857142855,long_primary_rentry,0.035454416146530734
42,43946,1609503147000.0,0.0,-0.006881000000000001,1001.5326691999998,1000.3936691999997,7.0,4.915,14.0,4.993857142857143,long_primary_rentry,0.06980700894744214
43,51822,1609511023000.0,0.01814285714285635,-0.0010023999999999999,1001.5498096571426,1001.7947667999998,-1.0,5.012,13.0,4.993857142857143,long_nclose,0.0648196846838469
44,51825,1609511026000.0,0.01814285714285635,-0.0010023999999999999,1001.5669501142855,1001.7894643999998,-1.0,5.012,12.0,4.993857142857143,long_nclose,0.059832531122804844
45,52277,1609511478000.0,0.01814285714285635,-0.0010023999999999999,1001.5840905714284,1001.8298619999998,-1.0,5.012,11.0,4.993857142857143,long_nclose,0.05484554825555213
46,52823,1609512024000.0,0.01814285714285635,-0.0010023999999999999,1001.6012310285713,1001.7866595999999,-1.0,5.012,10.0,4.993857142857143,long_nclose,0.04985873607332548
47,52863,1609512064000.0,0.01814285714285635,-0.0010023999999999999,1001.6183714857142,1001.7996572,-1.0,5.012,9.0,4.993857142857143,long_nclose,0.0448720945673622
48,52870,1609512071000.0,0.024142857142856577,-0.0010036,1001.641510742857,1001.8642535999999,-1.0,5.018,8.0,4.993857142857143,long_nclose,0.03988538485513446
49,52871,1609512072000.0,0.02914285714285647,-0.0010046,1001.6696489999998,1001.8953489999998,-1.0,5.023,7.0,4.993857142857143,long_nclose,0.03489873136807004
50,52885,1609512086000.0,0.024142857142856577,-0.0010036,1001.6927882571426,1001.8460453999998,-1.0,5.018,6.0,4.993857142857143,long_nclose,0.029912507316016614
51,52895,1609512096000.0,0.14485714285713946,-0.006021599999999999,1001.8316237999998,1001.8316237999998,-6.0,5.018,0.0,4.993857142857143,long_nclose,0.0
52,52897,1609512098000.0,0.0,-0.0040144,1001.8276093999998,1001.8268093999998,4.0,5.018,4.0,5.018,long_ientry,0.020035383145430814
53,53030,1609512231000.0,0.07199999999999918,-0.0040288,1001.8955805999998,1001.8955805999998,-4.0,5.036,0.0,5.018,long_nclose,0.0
54,53031,1609512232000.0,0.0,-0.0040311999999999995,1001.8915493999998,1001.8879493999998,4.0,5.039,4.0,5.039,long_ientry,0.020117945911481906
55,55936,1609515137000.0,0.0,-0.0029514,1001.8885979999998,1001.3700979999998,3.0,4.919,7.0,4.987571428571428,long_primary_rentry,0.03484718767105882
56,56299,1609515500000.0,0.0,-0.0067648,1001.8818331999997,1000.7648331999998,7.0,4.832,14.0,4.909785714285714,long_primary_rentry,0.06860789139219618
57,63529,1609522730000.0,0.0,-0.016887600000000003,1001.8649455999997,998.7731455999997,18.0,4.691,32.0,4.78671875,long_primary_rentry,0.15288986871206092
58,65544,1609524745000.0,0.06912499999999966,-0.0038432000000000006,1001.9302273999997,1002.4337023999997,-4.0,4.804,28.0,4.78671875,long_nclose,0.1337699186377497
59,65546,1609524747000.0,0.051843749999999744,-0.0028824000000000002,1001.9791887499997,1002.4562199999997,-3.0,4.804,25.0,4.78671875,long_nclose,0.11943159108852304
60,65549,1609524750000.0,0.06984374999999776,-0.002886,1002.0461464999997,1002.6243339999997,-3.0,4.81,22.0,4.78671875,long_nclose,0.10509277728159003
61,65551,1609524752000.0,0.0848437500000001,-0.002889,1002.1281012499998,1002.7072449999997,-3.0,4.815,19.0,4.78671875,long_nclose,0.09075452143948151
62,65555,1609524756000.0,0.09984374999999979,-0.0028920000000000005,1002.2250529999998,1002.7943529999998,-3.0,4.82,16.0,4.78671875,long_nclose,0.07641746708560879
63,65561,1609524762000.0,0.09984374999999979,-0.0028920000000000005,1002.3220047499998,1002.8755609999998,-3.0,4.82,13.0,4.78671875,long_nclose,0.06208318629652435
64,65561,1609524762000.0,0.11484374999999947,-0.0028950000000000004,1002.4339534999998,1002.8597659999998,-3.0,4.825,10.0,4.78671875,long_nclose,0.04775096387434966
65,65564,1609524765000.0,0.12984374999999915,-0.002898,1002.5608992499998,1002.8974679999998,-3.0,4.83,7.0,4.78671875,long_nclose,0.03342144230347113
66,65572,1609524773000.0,0.08656249999999943,-0.0019320000000000001,1002.6455297499998,1002.8644359999998,-2.0,4.83,5.0,4.78671875,long_nclose,0.023870443780832112
67,65626,1609524827000.0,0.08640624999999957,-0.004804000000000001,1002.7271319999998,1002.7271319999998,-5.0,4.804,0.0,4.78671875,long_nclose,0.0
68,65627,1609524828000.0,0.0,-0.0038439999999999998,1002.7232879999998,1002.7224879999998,4.0,4.805,4.0,4.805,long_ientry,0.01916780055875196
69,67513,1609526714000.0,0.0,-0.0028146,1002.7204733999998,1002.2280733999999,3.0,4.691,7.0,4.756142857142857,long_primary_rentry,0.033202673011263964
70,68336,1609527537000.0,0.12500000000000266,-0.0066836000000000005,1002.8387897999999,1002.8387897999999,-7.0,4.774,0.0,4.756142857142857,long_nclose,0.0
71,68338,1609527539000.0,0.0,-0.0038200000000000005,1002.8349697999998,1002.8237697999998,4.0,4.775,4.0,4.775,long_ientry,0.019046005150587443
72,68374,1609527575000.0,0.07199999999999918,-0.0038344000000000004,1002.9031353999999,1002.9031353999999,-4.0,4.793,0.0,4.775,long_nclose,0.0
73,68375,1609527576000.0,0.0,-0.0038352,1002.8993001999999,1002.8981001999998,4.0,4.794,4.0,4.794,long_ientry,0.019120563745707957
74,68389,1609527590000.0,0.07200000000000273,-0.0038496000000000003,1002.9674505999999,1002.9674505999999,-4.0,4.812,0.0,4.794,long_nclose,0.0
75,68393,1609527594000.0,0.0,-0.0038520000000000004,1002.9635985999998,1002.9495985999998,4.0,4.815,4.0,4.815,long_ientry,0.019203089750100932
76,69720,1609528921000.0,0.07199999999999918,-0.0038664000000000003,1003.0317321999999,1003.0317321999999,-4.0,4.833,0.0,4.815,long_nclose,0.0
77,69726,1609528927000.0,0.0,-0.0038712000000000004,1003.0278609999998,1003.0190609999999,4.0,4.839,4.0,4.839,long_ientry,0.01929756964148776
78,71130,1609530331000.0,0.07199999999999918,-0.0038856000000000003,1003.0959753999998,1003.0959753999998,-4.0,4.857,0.0,4.839,long_nclose,0.0
79,71131,1609530332000.0,0.0,-0.0038856000000000003,1003.0920897999998,1003.0856897999998,4.0,4.857,4.0,4.857,long_ientry,0.019368112058259404
80,73106,1609532307000.0,0.07199999999999918,-0.0039000000000000003,1003.1601897999998,1003.1601897999998,-4.0,4.875,0.0,4.857,long_nclose,0.0
81,73107,1609532308000.0,0.0,-0.0039000000000000003,1003.1562897999997,1003.1546897999997,4.0,4.875,4.0,4.875,long_ientry,0.019438645999904695
82,73424,1609532625000.0,0.07199999999999918,-0.0039144,1003.2243753999998,1003.2243753999998,-4.0,4.893,0.0,4.875,long_nclose,0.0
