objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.1473663679329863,0.9197096334812651,1.0,0.837788141172689,-0.5287267402382293,100.57805555555555,196.45805555555555,-0.10193835132586561,2.0463638305664062,False,,,1,7ccd90f303d64027bf36adc6e2040ca7,2021-07-27_22-26-45,1627417605,2.0463638305664062,7930,Erwins-MacBook-Pro.local,192.168.0.17,2.0463638305664062,0,1,f4f0831a
