objective,daily_gain,closest_bkr,lowest_eqbal_r,sharpe_ratio,max_hrs_no_fills,max_hrs_no_fills_ss,avg_3days_gain,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
0.06927317209899635,0.9719849419832893,1.0,0.9755878205090043,-0.8472351330504291,242.45777777777778,254.13055555555556,-0.059617866336823845,1.6450181007385254,False,,,1,1f9dd3a06d644a4daddaea80540bc5e8,2021-07-27_22-25-35,1627417535,1.6450181007385254,7842,Erwins-MacBook-Pro.local,192.168.0.17,1.6450181007385254,0,1,cb876fca
