trade_id,timestamp,pnl,fee_paid,balance,equity,pbr,qty,price,psize,pprice,type,adg
108320,1614665120000.0,0.0,-0.02148911931,999.97851088069,999.97489600069,0.021489581102172226,0.000443,48508.17,0.000443,48508.17,long_ientry_full,0.9999799760796731
118137,1614674937000.0,0.2798475299999996,-0.021768966839999997,1000.23658944385,1000.23658944385,0.0,-0.000443,49139.88,0.0,48508.17,long_nclose_full,1.0001730252029515
141776,1614698576000.0,0.0,-0.02400346,1000.21258598385,1000.21103482385,0.023998358285393116,0.000494,48590.0,0.000494,48590.0,long_ientry_full,1.0001286018605793
146294,1614703094000.0,0.0,-0.042858962740000006,1000.16972702111,999.74268972111,0.06685107630596059,0.000898,47727.13,0.001392,48033.34966954023,long_rentry_full,0.9998480267185799
173999,1614730799000.0,0.7971710200000007,-0.06765959376,1000.8992384473501,1000.8992384473501,0.0,-0.001392,48606.03,0.0,48033.34966954023,long_nclose_full,1.0004464199392553
242266,1614799066000.0,0.0,-0.02065348159,1000.8785849657601,1000.86836405576,0.02063535168025056,0.000409,50497.51,0.000409,50497.51,long_ientry_full,1.0003096006313295
252727,1614809527000.0,0.2793797199999978,-0.020932861310000002,1001.1370318244501,1001.1370318244501,0.0,-0.000409,51180.59,0.0,50497.51,long_nclose_full,1.0003885727117063
259147,1614815947000.0,0.0,-0.022731712410000004,1001.1143001120402,1001.1129877020402,0.02270641065406415,0.000451,50402.91,0.000451,50402.91,long_ientry_full,1.000370934208713
262451,1614819251000.0,0.2903267399999991,-0.023022039150000003,1001.3816048128901,1001.3816048128901,0.0,-0.000451,51046.65,0.0,50402.91,long_nclose_full,1.0004546196566741
271213,1614828013000.0,0.0,-0.023522192400000003,1001.3580826204901,1001.3526932704901,0.02349029064452541,0.000465,50585.36,0.000465,50585.36,long_ientry_full,1.0004307274159034
272990,1614829790000.0,0.0,-0.0417154995,1001.3163671209901,1000.9107646609901,0.0651519280440537,0.000839,49720.5,0.001304,50028.90483128834,long_rentry_full,1.0002881628867748
277024,1614833824000.0,0.0,-0.0837119628,1001.2326551581901,999.9436147481902,0.14876627718106797,0.001707,49040.4,0.003011,49468.50039853869,long_rentry_full,0.9999824138693082
288160,1614844960000.0,1.872148270000005,-0.15082180297,1002.9539816252202,1002.9539816252202,0.0,-0.003011,50090.27,0.0,49468.50039853869,long_nclose_full,1.0008847880210174
292634,1614849434000.0,0.0,-0.02339897385,1002.9305826513702,1002.9301540413702,0.023330601593723407,0.000471,49679.35,0.000471,49679.35,long_ientry_full,1.00086423432286
293051,1614849851000.0,0.0,-0.0392053314,1002.8913773199702,1002.4490468199701,0.06242381444867708,0.000804,48762.85,0.001275,49101.41588235294,long_rentry_full,1.0007214279596284
303506,1614860306000.0,0.7878277499999969,-0.063392133,1003.6158129369702,1003.6158129369702,0.0,-0.001275,49719.32,0.0,49101.41588235294,long_nclose_full,1.0010279963278066
304443,1614861243000.0,0.0,-0.022277751780000004,1003.5935351851901,1003.5927152551901,0.022197982548671117,0.000453,49178.26,0.000453,49178.26,long_ientry_full,1.0010182926064592
